"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Resistance (Ohms),Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height,Number of Terminations,Stock
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-2.70KHRCT-ND,RC0603FR-072K7L,Yageo,RES 2.7K OHM 1/10W 1% 0603 SMD,528113,0,0.1,0,1,Cut Tape (CT),RC0603,2.7k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-499KHRCT-ND,RC0603FR-07499KL,Yageo,RES 499K OHM 1/10W 1% 0603 SMD,471089,0,0.1,0,1,Cut Tape (CT),RC0603,499k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-24.9KHRCT-ND,RC0603FR-0724K9L,Yageo,RES 24.9K OHM 1/10W 1% 0603 SMD,450076,0,0.1,0,1,Cut Tape (CT),RC0603,24.9k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-300HRCT-ND,RC0603FR-07300RL,Yageo,RES 300 OHM 1/10W 1% 0603 SMD,445188,0,0.1,0,1,Cut Tape (CT),RC0603,300,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-68.0KHRCT-ND,RC0603FR-0768KL,Yageo,RES 68K OHM 1/10W 1% 0603 SMD,437716,0,0.1,0,1,Cut Tape (CT),RC0603,68k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-270HRCT-ND,RC0603FR-07270RL,Yageo,RES 270 OHM 1/10W 1% 0603 SMD,427977,0,0.1,0,1,Cut Tape (CT),RC0603,270,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-30.1KHRCT-ND,RC0603FR-0730K1L,Yageo,RES 30.1K OHM 1/10W 1% 0603 SMD,412564,0,0.1,0,1,Cut Tape (CT),RC0603,30.1k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-120HRCT-ND,RC0603FR-07120RL,Yageo,RES 120 OHM 1/10W 1% 0603 SMD,402241,0,0.1,0,1,Cut Tape (CT),RC0603,120,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-15.0KHRCT-ND,RC0603FR-0715KL,Yageo,RES 15K OHM 1/10W 1% 0603 SMD,388641,0,0.1,0,1,Cut Tape (CT),RC0603,15k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-5.10KHRCT-ND,RC0603FR-075K1L,Yageo,RES 5.1K OHM 1/10W 1% 0603 SMD,430109,0,0.1,0,1,Cut Tape (CT),RC0603,5.1k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-33.0KHRCT-ND,RC0603FR-0733KL,Yageo,RES 33K OHM 1/10W 1% 0603 SMD,396406,0,0.1,0,1,Cut Tape (CT),RC0603,33k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-22.0HRCT-ND,RC0603FR-0722RL,Yageo,RES 22 OHM 1/10W 1% 0603 SMD,251715,0,0.1,0,1,Cut Tape (CT),RC0603,22,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-2.49KHRCT-ND,RC0603FR-072K49L,Yageo,RES 2.49K OHM 1/10W 1% 0603 SMD,351598,0,0.1,0,1,Cut Tape (CT),RC0603,2.49k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-75.0HRCT-ND,RC0603FR-0775RL,Yageo,RES 75 OHM 1/10W 1% 0603 SMD,337118,0,0.1,0,1,Cut Tape (CT),RC0603,75,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-240HRCT-ND,RC0603FR-07240RL,Yageo,RES 240 OHM 1/10W 1% 0603 SMD,346250,0,0.1,0,1,Cut Tape (CT),RC0603,240,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.32KHRCT-ND,RC0603FR-073K32L,Yageo,RES 3.32K OHM 1/10W 1% 0603 SMD,350680,0,0.1,0,1,Cut Tape (CT),RC0603,3.32k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-5.62KHRCT-ND,RC0603FR-075K62L,Yageo,RES 5.62K OHM 1/10W 1% 0603 SMD,337955,0,0.1,0,1,Cut Tape (CT),RC0603,5.62k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-47.0HRCT-ND,RC0603FR-0747RL,Yageo,RES 47 OHM 1/10W 1% 0603 SMD,319348,0,0.1,0,1,Cut Tape (CT),RC0603,47,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-68.0HRCT-ND,RC0603FR-0768RL,Yageo,RES 68 OHM 1/10W 1% 0603 SMD,323215,0,0.1,0,1,Cut Tape (CT),RC0603,68,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-220KHRCT-ND,RC0603FR-07220KL,Yageo,RES 220K OHM 1/10W 1% 0603 SMD,299420,0,0.1,0,1,Cut Tape (CT),RC0603,220k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-2.40KHRCT-ND,RC0603FR-072K4L,Yageo,RES 2.4K OHM 1/10W 1% 0603 SMD,303175,0,0.1,0,1,Cut Tape (CT),RC0603,2.4k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-240KHRCT-ND,RC0603FR-07240KL,Yageo,RES 240K OHM 1/10W 1% 0603 SMD,304865,0,0.1,0,1,Cut Tape (CT),RC0603,240k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-11.0KHRCT-ND,RC0603FR-0711KL,Yageo,RES 11K OHM 1/10W 1% 0603 SMD,298951,0,0.1,0,1,Cut Tape (CT),RC0603,11k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-680HRCT-ND,RC0603FR-07680RL,Yageo,RES 680 OHM 1/10W 1% 0603 SMD,279479,0,0.1,0,1,Cut Tape (CT),RC0603,680,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-21.0KHRCT-ND,RC0603FR-0721KL,Yageo,RES 21K OHM 1/10W 1% 0603 SMD,279880,0,0.1,0,1,Cut Tape (CT),RC0603,21k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-249HRCT-ND,RC0603FR-07249RL,Yageo,RES 249 OHM 1/10W 1% 0603 SMD,263956,0,0.1,0,1,Cut Tape (CT),RC0603,249,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-332HRCT-ND,RC0603FR-07332RL,Yageo,RES 332 OHM 1/10W 1% 0603 SMD,258232,0,0.1,0,1,Cut Tape (CT),RC0603,332,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-1.80KHRCT-ND,RC0603FR-071K8L,Yageo,RES 1.8K OHM 1/10W 1% 0603 SMD,252911,0,0.1,0,1,Cut Tape (CT),RC0603,1.8k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-18.0KHRCT-ND,RC0603FR-0718KL,Yageo,RES 18K OHM 1/10W 1% 0603 SMD,245658,0,0.1,0,1,Cut Tape (CT),RC0603,18k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-39.0KHRCT-ND,RC0603FR-0739KL,Yageo,RES 39K OHM 1/10W 1% 0603 SMD,250422,0,0.1,0,1,Cut Tape (CT),RC0603,39k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-51.0KHRCT-ND,RC0603FR-0751KL,Yageo,RES 51K OHM 1/10W 1% 0603 SMD,243351,0,0.1,0,1,Cut Tape (CT),RC0603,51k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-2.00MHRCT-ND,RC0603FR-072ML,Yageo,RES 2M OHM 1/10W 1% 0603 SMD,235358,0,0.1,0,1,Cut Tape (CT),RC0603,2M,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-2.32KHRCT-ND,RC0603FR-072K32L,Yageo,RES 2.32K OHM 1/10W 1% 0603 SMD,231838,0,0.1,0,1,Cut Tape (CT),RC0603,2.32k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.90KHRCT-ND,RC0603FR-073K9L,Yageo,RES 3.9K OHM 1/10W 1% 0603 SMD,235479,0,0.1,0,1,Cut Tape (CT),RC0603,3.9k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-750HRCT-ND,RC0603FR-07750RL,Yageo,RES 750 OHM 1/10W 1% 0603 SMD,232891,0,0.1,0,1,Cut Tape (CT),RC0603,750,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-8.06KHRCT-ND,RC0603FR-078K06L,Yageo,RES 8.06K OHM 1/10W 1% 0603 SMD,226913,0,0.1,0,1,Cut Tape (CT),RC0603,8.06k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.01KHRCT-ND,RC0603FR-073K01L,Yageo,RES 3.01K OHM 1/10W 1% 0603 SMD,223486,0,0.1,0,1,Cut Tape (CT),RC0603,3.01k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-187KHRCT-ND,RC0603FR-07187KL,Yageo,RES 187K OHM 1/10W 1% 0603 SMD,224740,0,0.1,0,1,Cut Tape (CT),RC0603,187k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-15.0HRCT-ND,RC0603FR-0715RL,Yageo,RES 15 OHM 1/10W 1% 0603 SMD,215519,0,0.1,0,1,Cut Tape (CT),RC0603,15,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-9.10KHRCT-ND,RC0603FR-079K1L,Yageo,RES 9.1K OHM 1/10W 1% 0603 SMD,211466,0,0.1,0,1,Cut Tape (CT),RC0603,9.1k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-4.02KHRCT-ND,RC0603FR-074K02L,Yageo,RES 4.02K OHM 1/10W 1% 0603 SMD,202713,0,0.1,0,1,Cut Tape (CT),RC0603,4.02k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-20.0HRCT-ND,RC0603FR-0720RL,Yageo,RES 20 OHM 1/10W 1% 0603 SMD,189651,0,0.1,0,1,Cut Tape (CT),RC0603,20,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-27.4KHRCT-ND,RC0603FR-0727K4L,Yageo,RES 27.4K OHM 1/10W 1% 0603 SMD,192127,0,0.1,0,1,Cut Tape (CT),RC0603,27.4k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-1.10KHRCT-ND,RC0603FR-071K1L,Yageo,RES 1.1K OHM 1/10W 1% 0603 SMD,195290,0,0.1,0,1,Cut Tape (CT),RC0603,1.1k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-1.24KHRCT-ND,RC0603FR-071K24L,Yageo,RES 1.24K OHM 1/10W 1% 0603 SMD,194809,0,0.1,0,1,Cut Tape (CT),RC0603,1.24k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.30KHRCT-ND,RC0603FR-073K3L,Yageo,RES 3.3K OHM 1/10W 1% 0603 SMD,198123,0,0.1,0,1,Cut Tape (CT),RC0603,3.3k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-40.2KHRCT-ND,RC0603FR-0740K2L,Yageo,RES 40.2K OHM 1/10W 1% 0603 SMD,180462,0,0.1,0,1,Cut Tape (CT),RC0603,40.2k,¶ñ1%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
